Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C036,43,41732.82,552,Poor,872633.14,12.86,60,Education,20.909996976001143,0,971221dc-5b2a-4bbb-b07d-72722af05b4b,Female,1387.79,Deposit,2023-12-20,2023,12,P045,Pension Plan,2024-06-07,2024,Friday,Viewed,7
C040,70,39118.3,531,Poor,276307.34,8.94,48,Business,7.063378009780589,0,8fb8daf4-29a2-4daa-89eb-0ac9cd098075,Female,1139.11,Deposit,2024-01-10,2024,1,P031,Technology Loan,2023-10-30,2023,Monday,Clicked,4
C085,56,30590.27,372,Poor,882478.48,14.42,24,Auto,28.84833903067871,1,6c20bffd-e9e9-4990-b9c3-a5ece28c90ab,Male,713.83,Deposit,2024-04-21,2024,4,P028,Debt Consolidation Loan,2023-09-22,2023,Friday,Viewed,1
C057,30,70521.05,602,Fair,299718.19,10.16,60,Business,4.2500528565584315,0,be8aa3a4-b05d-4408-a2c2-56842311fe74,Female,826.43,Deposit,2023-12-23,2023,12,P049,Auto Insurance,2024-08-08,2024,Thursday,Viewed,6
C031,30,50897.14,496,Poor,172581.45,10.34,36,Mortgage,3.3907887555175007,1,83f93f77-7867-491d-97aa-31c92b12b2f2,Male,458.49,Withdrawal,2024-02-09,2024,2,P09,Investment Fund,2024-05-08,2024,Wednesday,Viewed,6
C026,32,29990.94,380,Poor,668010.85,11.02,12,Auto,22.273755007345553,1,05c487f1-ec82-4ee1-a480-a2fea2984827,Male,1507.16,Withdrawal,2024-03-29,2024,3,P047,Healthcare Savings,2024-06-22,2024,Saturday,Purchased,9
C072,33,175893.74,830,Excellent,638337.82,9.54,60,Auto,3.6291105072869563,1,2dc121eb-1bfd-4abb-b29f-f8dad747ac23,Female,414.86,Deposit,2024-01-27,2024,1,P017,Business Credit Line,2024-05-19,2024,Sunday,Clicked,9
C051,46,104006.84,653,Fair,174568.16,9.57,60,Auto,1.6784296109755859,0,c30080cb-0dcc-414a-a15e-431cab2aa4a1,Male,681.95,Withdrawal,2024-05-03,2024,5,P018,Auto Refinance,2023-12-26,2023,Tuesday,Clicked,6
C037,29,55896.29,809,Excellent,752602.84,3.78,60,Personal,13.46427177903936,0,5e3543f6-60fa-4e67-a67e-029ed7207814,Female,1907.99,Deposit,2023-12-08,2023,12,P018,Auto Refinance,2023-11-29,2023,Wednesday,Viewed,10
C088,30,44545.84,535,Poor,743517.79,3.16,24,Auto,16.691071265015996,0,439c7ccd-5f05-457b-9df1-e4881515fc83,Female,1828.93,Deposit,2024-04-29,2024,4,P05,Home Loan,2024-03-31,2024,Sunday,Clicked,8
C01,35,137021.72,383,Poor,529276.6,14.04,24,Education,3.862720450451213,0,6956fff1-5bb7-4159-b76d-96c7cba2dbab,Female,319.39,Deposit,2023-10-01,2023,10,P06,Auto Loan,2024-03-29,2024,Friday,Purchased,8
C060,23,27654.4,453,Poor,150000.57,3.24,48,Personal,5.4241122570006945,1,90a49fd3-9bdf-49d2-81b8-53db7f492267,Male,1953.17,Deposit,2024-02-27,2024,2,P024,Travel Loan,2024-03-14,2024,Thursday,Purchased,6
C044,34,110935.61,512,Poor,637348.0,11.26,12,Personal,5.745206611294606,0,dff977b0-ac61-47e6-966d-37ddaae6e06f,Female,1060.98,Withdrawal,2024-06-14,2024,6,P033,Wealth Management,2024-05-10,2024,Friday,Clicked,4
C052,47,171184.38,387,Poor,814474.79,6.95,24,Education,4.757880304266078,0,0317684b-960e-4fed-978e-6ed733e16b34,Male,752.24,Withdrawal,2024-08-23,2024,8,P04,Personal Loan,2024-06-18,2024,Tuesday,Purchased,3
C087,28,170102.58,410,Poor,358537.32,2.12,12,Auto,2.107771204881196,0,ba6024c8-1e9c-4e99-bdf2-ecfc0fb45961,Female,1278.41,Deposit,2023-12-10,2023,12,P024,Travel Loan,2024-02-21,2024,Wednesday,Clicked,6
C078,67,174510.23,610,Fair,557812.12,4.65,36,Mortgage,3.196443669806635,0,ca825a6d-bd9b-4143-8320-92bb8a365c47,Male,395.16,Withdrawal,2023-10-23,2023,10,P027,Holiday Loan,2024-07-11,2024,Thursday,Clicked,6
C067,31,83764.88,329,Poor,811309.67,13.41,36,Business,9.68555879265869,1,08e1b721-76e7-404d-86eb-db5b3027c20a,Male,1952.64,Deposit,2024-05-01,2024,5,P030,Agricultural Loan,2024-07-30,2024,Tuesday,Purchased,1
C055,46,122418.23,499,Poor,421369.15,3.36,60,Personal,3.4420457639356496,0,f11f927c-0cd8-405f-b766-966d4fe0fa99,Male,248.45,Deposit,2024-04-21,2024,4,P02,Checking Account,2024-08-23,2024,Friday,Clicked,4
C030,39,114322.72,834,Excellent,999625.86,10.07,12,Mortgage,8.743895001798418,0,76a83917-e5a4-4975-a267-a581eb17f4cb,Female,1723.84,Withdrawal,2023-11-25,2023,11,P042,High-Yield Savings Account,2024-08-29,2024,Thursday,Clicked,8
C031,41,193966.19,792,Excellent,290820.29,9.5,36,Business,1.4993349614177605,0,c3524fde-c3b8-40af-bd7d-e86601fc6992,Male,602.37,Deposit,2024-07-02,2024,7,P01,Savings Account,2024-02-08,2024,Thursday,Purchased,6
C079,57,107153.72,484,Poor,785725.82,7.64,24,Auto,7.332697548904508,0,2be148b0-5e9d-44e8-aa0f-893e6d3fbd6d,Male,650.41,Deposit,2024-08-28,2024,8,P040,Gold Investment,2023-10-28,2023,Saturday,Clicked,1
C056,63,66265.51,376,Poor,324457.43,1.2,60,Education,4.896324347311294,1,01fb0f74-2b26-4306-9d82-9c917b2cd5c6,Male,1823.36,Withdrawal,2024-04-19,2024,4,P032,Education Savings Plan,2024-08-19,2024,Monday,Purchased,6
C055,64,61343.75,556,Poor,995526.52,3.8,48,Auto,16.228654426897606,1,98c2969e-80ca-4721-92e8-db7e07b5656b,Male,1647.27,Withdrawal,2023-12-02,2023,12,P042,High-Yield Savings Account,2024-01-17,2024,Wednesday,Viewed,4
C034,69,141552.14,679,Good,293222.17,9.81,48,Auto,2.0714781846463075,0,2c9053c9-d2dc-4d93-b42b-88c150e434ab,Female,1577.47,Deposit,2023-10-18,2023,10,P035,Real Estate Investment,2024-06-15,2024,Saturday,Purchased,10
C090,63,58172.24,575,Poor,128080.76,14.12,24,Personal,2.20175052568029,1,01913663-59d5-4f7a-8855-4e8248d2b9da,Female,995.98,Deposit,2024-01-02,2024,1,P010,Retirement Plan,2024-06-06,2024,Thursday,Purchased,9
C09,36,135196.07,755,Excellent,397254.3,2.88,36,Personal,2.9383568620005,0,e53cef7e-1911-4d2a-95ca-fc8176830a21,Male,293.38,Deposit,2024-05-08,2024,5,P020,Gold Loan,2024-03-06,2024,Wednesday,Viewed,6
C010,65,84330.21,400,Poor,371835.95,3.87,24,Auto,4.409285237164712,0,5351a03d-8e8b-4bde-bfc7-3440bd743d5f,Male,1534.18,Withdrawal,2024-05-16,2024,5,P049,Auto Insurance,2024-06-08,2024,Saturday,Viewed,1
C068,28,55013.26,708,Good,724295.5,6.18,24,Auto,13.165834927797407,0,603ee449-ab1e-4fa5-afa9-d3963b7df59f,Male,1815.54,Withdrawal,2024-05-03,2024,5,P038,Recurring Deposit,2024-08-18,2024,Sunday,Purchased,4
C085,20,36857.35,471,Poor,480670.83,6.4,24,Mortgage,13.041383333310725,1,ab389382-4cb5-4535-b24d-e704200af395,Female,823.24,Deposit,2024-01-04,2024,1,P038,Recurring Deposit,2023-11-04,2023,Saturday,Viewed,1
C04,33,146611.94,386,Poor,907088.6,9.39,24,Auto,6.187003596023625,0,ce214147-9b45-4e01-91ce-fb51182ae662,Female,582.89,Withdrawal,2023-09-22,2023,9,P06,Auto Loan,2024-05-30,2024,Thursday,Viewed,9
C046,69,121593.58,617,Fair,701835.66,12.29,60,Auto,5.771979573263654,0,2fd6e8cf-f0de-4d1f-b832-f0a8606ccecf,Male,1515.38,Deposit,2023-11-03,2023,11,P035,Real Estate Investment,2024-02-28,2024,Wednesday,Purchased,2
C034,69,39747.35,317,Poor,688538.51,9.12,60,Business,17.322878380571286,1,0746f0d6-5d66-477c-b6de-e274dbbe7eea,Female,1226.43,Withdrawal,2024-07-17,2024,7,P032,Education Savings Plan,2024-02-11,2024,Sunday,Purchased,10
C09,25,195464.67,759,Excellent,154558.02,4.72,12,Personal,0.7907210034427192,0,99898947-da7e-44d8-99b8-e3045c194556,Female,14.03,Withdrawal,2024-08-12,2024,8,P048,Property Investment,2024-02-04,2024,Sunday,Clicked,6
C035,42,101288.97,377,Poor,350444.83,8.67,24,Business,3.4598518476394813,0,2fa63c9f-c49f-46c6-8f36-60184d096952,Female,570.66,Deposit,2024-08-27,2024,8,P049,Auto Insurance,2024-06-12,2024,Wednesday,Clicked,3
C079,30,107641.39,571,Poor,246105.24,1.14,24,Mortgage,2.2863439426042342,1,9c1c3649-442f-4514-8029-91f374c52e0f,Female,788.51,Deposit,2023-10-13,2023,10,P05,Home Loan,2024-01-17,2024,Wednesday,Clicked,1
C061,51,130754.7,339,Poor,234755.43,9.77,24,Business,1.7953880816521317,0,8bd61932-17ee-4d90-b4b6-bc349bbdca9e,Female,837.77,Withdrawal,2024-08-02,2024,8,P036,International Investment,2024-09-12,2024,Thursday,Clicked,9
C070,49,136196.52,525,Poor,974423.88,1.24,36,Personal,7.154543155728208,0,f244e23f-df10-4891-9f0c-24a5d0a81e7e,Female,378.98,Withdrawal,2024-01-23,2024,1,P022,Short-Term Loan,2024-07-07,2024,Sunday,Viewed,9
C072,67,122478.9,405,Poor,253276.9,8.32,60,Auto,2.067922719750096,0,dd077f2e-1162-4bff-9bb8-ff6673ec119d,Male,395.66,Deposit,2023-09-24,2023,9,P08,Student Loan,2024-08-30,2024,Friday,Purchased,9
C02,49,80550.68,705,Good,709210.4,4.06,36,Auto,8.804524058642336,0,cebec1cd-ba36-4009-b94f-266b7279248d,Female,1476.49,Withdrawal,2023-11-11,2023,11,P04,Personal Loan,2024-01-27,2024,Saturday,Viewed,4
C06,42,183930.31,568,Poor,559626.14,2.94,36,Business,3.0425987973379702,0,51a2fd18-6f50-4fb0-a88e-79c820edb977,Male,620.95,Deposit,2024-04-06,2024,4,P020,Gold Loan,2024-01-20,2024,Saturday,Purchased,8
C064,69,102386.31,611,Fair,576272.56,8.25,24,Auto,5.628414189357933,0,8a4ad8d1-02ce-4698-b447-bb0d698a992e,Female,903.45,Deposit,2024-03-18,2024,3,P05,Home Loan,2023-11-14,2023,Tuesday,Viewed,2
C082,38,123968.15,392,Poor,131924.0,9.36,36,Education,1.064176564706338,0,bdb17a54-0165-455c-b5e9-31ce74c14173,Male,1970.98,Deposit,2024-04-22,2024,4,P017,Business Credit Line,2024-04-15,2024,Monday,Clicked,5
C043,44,181145.12,844,Excellent,764671.54,14.17,36,Personal,4.221320121679238,0,dcc7d1c0-2b1a-46f1-ad23-3ca0b0a94570,Female,975.35,Withdrawal,2023-11-13,2023,11,P018,Auto Refinance,2024-01-27,2024,Saturday,Purchased,1
C039,40,185821.66,454,Poor,843116.6,14.81,36,Personal,4.537235325526637,0,143c0820-c750-4b25-ba4d-4bfa6efd7c21,Male,365.79,Deposit,2024-07-02,2024,7,P014,Certificate of Deposit,2024-03-01,2024,Friday,Purchased,2
